GS (GOLDMAN SACHS GROUP INC),121.30,-1.51,
Apr 26 2009 @ 21:34 ET,Bid,121.55,Ask,121.94,Size,2x1,Vol,22410665,
Calls,Last Sale,Net,Bid,Ask,Vol,Open Int,Puts,Last Sale,Net,Bid,Ask,Vol,Open Int,
10 Jan 195.00 (WSJ AS-8),2.99,+0.39,2.76,2.96,10,1075,10 Jan 195.00 (WSJ MS-8),77.00,0.0,75.95,77.50,0,647,
10 Jan 195.00 (WSJ AS-X),1.89,0.0,2.76,2.93,0,1075,10 Jan 195.00 (WSJ MS-X),77.00,0.0,75.85,76.35,0,647,
10 Jan 195.00 (WSJ AS-P),2.05,0.0,2.76,2.92,0,1075,10 Jan 195.00 (WSJ MS-P),83.25,0.0,75.95,76.30,0,647,
10 Jan 195.00 (WSJ AS-A),2.35,0.0,0.59,4.90,0,1075,10 Jan 195.00 (WSJ MS-A),46.00,0.0,74.00,78.40,0,647,
10 Jan 195.00 (WSJ AS-B),3.20,0.0,2.32,3.60,0,1075,10 Jan 195.00 (WSJ MS-B),87.80,0.0,74.45,77.50,0,647,
10 Jan 195.00 (WSJ AS-O),0.0,0.0,0.0,0.0,0,1075,10 Jan 195.00 (WSJ MS-O),0.0,0.0,0.0,0.0,0,647,
10 Jan 200.00 (WSD AT),2.45,+0.23,2.32,2.49,21,2784,10 Jan 200.00 (WSD MT),83.72,0.0,80.25,80.85,0,1029,
10 Jan 200.00 (WSD AT-E),2.45,+0.23,2.31,2.49,7,2784,10 Jan 200.00 (WSD MT-E),83.72,0.0,80.25,80.85,0,1029,
10 Jan 200.00 (WSD AT-8),2.50,+0.12,2.32,2.50,4,2784,10 Jan 200.00 (WSD MT-8),108.40,0.0,80.25,82.20,0,1029,
10 Jan 200.00 (WSD AT-X),2.55,-0.15,2.32,2.50,10,2784,10 Jan 200.00 (WSD MT-X),127.15,0.0,80.25,80.85,0,1029,
10 Jan 200.00 (WSD AT-P),2.16,0.0,2.31,2.49,0,2784,10 Jan 200.00 (WSD MT-P),82.50,0.0,80.25,80.85,0,1029,
10 Jan 200.00 (WSD AT-A),4.60,0.0,0.15,4.50,0,2784,10 Jan 200.00 (WSD MT-A),75.80,0.0,78.70,82.80,0,1029,
10 Jan 200.00 (WSD AT-B),2.60,0.0,1.90,2.87,0,2784,10 Jan 200.00 (WSD MT-B),129.35,0.0,78.95,81.95,0,1029,
10 Jan 200.00 (WSD AT-O),0.0,0.0,0.0,0.0,0,2784,10 Jan 200.00 (WSD MT-O),0.0,0.0,0.0,0.0,0,1029,
10 Jan 210.00 (WSD AB),1.65,0.0,1.55,1.74,0,1828,10 Jan 210.00 (WSD MB),101.30,0.0,89.80,90.15,0,959,
10 Jan 210.00 (WSD AB-E),1.65,0.0,1.55,1.74,0,1828,10 Jan 210.00 (WSD MB-E),101.30,0.0,89.80,90.20,0,959,
10 Jan 210.00 (WSD AB-8),0.80,0.0,0.0,0.0,0,1828,10 Jan 210.00 (WSD MB-8),126.95,0.0,0.0,0.0,0,959,
10 Jan 210.00 (WSD AB-X),1.92,0.0,1.55,1.74,0,1828,10 Jan 210.00 (WSD MB-X),106.70,0.0,89.75,90.15,0,959,
10 Jan 210.00 (WSD AB-P),1.55,0.0,1.55,1.74,0,1828,10 Jan 210.00 (WSD MB-P),102.50,0.0,89.80,90.25,0,959,
10 Jan 210.00 (WSD AB-A),0.24,0.0,0.0,3.80,0,1828,10 Jan 210.00 (WSD MB-A),86.20,0.0,88.00,92.25,0,959,
10 Jan 210.00 (WSD AB-B),2.34,0.0,1.22,2.10,0,1828,10 Jan 210.00 (WSD MB-B),160.25,0.0,88.35,91.25,0,959,
10 Jan 210.00 (WSD AB-O),0.0,0.0,0.0,0.0,0,1828,10 Jan 210.00 (WSD MB-O),0.0,0.0,0.0,0.0,0,959,
10 Jan 220.00 (WSD AU),1.15,+0.04,1.02,1.17,2,2572,10 Jan 220.00 (WSD MU),111.00,0.0,99.05,99.60,0,678,
10 Jan 220.00 (WSD AU-E),1.15,+0.04,1.01,1.18,2,2572,10 Jan 220.00 (WSD MU-E),149.00,0.0,99.05,99.65,0,678,
10 Jan 220.00 (WSD AU-8),2.27,0.0,0.0,0.0,0,2572,10 Jan 220.00 (WSD MU-8),156.29,0.0,0.0,0.0,0,678,
10 Jan 220.00 (WSD AU-X),0.86,0.0,1.02,1.18,0,2572,10 Jan 220.00 (WSD MU-X),111.00,0.0,99.00,99.60,0,678,
10 Jan 220.00 (WSD AU-P),1.15,0.0,1.01,1.17,0,2572,10 Jan 220.00 (WSD MU-P),113.50,0.0,99.05,99.70,0,678,
10 Jan 220.00 (WSD AU-A),2.30,0.0,0.0,3.30,0,2572,10 Jan 220.00 (WSD MU-A),70.30,0.0,97.40,101.60,0,678,
10 Jan 220.00 (WSD AU-B),1.42,0.0,0.74,1.42,0,2572,10 Jan 220.00 (WSD MU-B),154.15,0.0,97.85,100.75,0,678,
10 Jan 220.00 (WSD AU-O),0.0,0.0,0.0,0.0,0,2572,10 Jan 220.00 (WSD MU-O),0.0,0.0,0.0,0.0,0,678,
10 Jan 230.00 (WSD AF),0.80,-0.40,0.70,0.85,4500,1839,10 Jan 230.00 (WSD MF),154.26,0.0,108.60,109.20,0,280,
10 Jan 230.00 (WSD AF-E),1.20,0.0,0.69,0.85,0,1839,10 Jan 230.00 (WSD MF-E),154.26,0.0,108.60,109.25,0,280,
10 Jan 230.00 (WSD AF-8),0.42,0.0,0.0,0.0,0,1839,10 Jan 230.00 (WSD MF-8),118.35,0.0,0.0,0.0,0,280,
10 Jan 230.00 (WSD AF-X),0.80,-0.39,0.70,0.85,4500,1839,10 Jan 230.00 (WSD MF-X),105.75,0.0,108.55,109.20,0,280,
10 Jan 230.00 (WSD AF-P),1.02,0.0,0.61,0.85,0,1839,10 Jan 230.00 (WSD MF-P),143.10,0.0,108.50,109.30,0,280,
10 Jan 230.00 (WSD AF-A),0.55,0.0,0.0,3.00,0,1839,10 Jan 230.00 (WSD MF-A),57.75,0.0,107.00,111.10,0,280,
10 Jan 230.00 (WSD AF-B),0.87,0.0,0.54,1.04,0,1839,10 Jan 230.00 (WSD MF-B),101.15,0.0,107.30,110.20,0,280,
10 Jan 230.00 (WSD AF-O),0.0,0.0,0.0,0.0,0,1839,10 Jan 230.00 (WSD MF-O),0.0,0.0,0.0,0.0,0,280,
10 Jan 240.00 (WSD AH),0.53,+0.09,0.48,0.63,48,3912,10 Jan 240.00 (WSD MH),157.90,0.0,118.35,118.95,0,448,
10 Jan 240.00 (WSD AH-E),0.53,+0.09,0.47,0.63,48,3912,10 Jan 240.00 (WSD MH-E),157.90,0.0,118.35,119.00,0,448,
10 Jan 240.00 (WSD AH-8),0.28,0.0,0.0,0.0,0,3912,10 Jan 240.00 (WSD MH-8),126.80,0.0,0.0,0.0,0,448,
10 Jan 240.00 (WSD AH-X),0.45,0.0,0.48,0.65,0,3912,10 Jan 240.00 (WSD MH-X),64.90,0.0,118.30,118.95,0,448,
10 Jan 240.00 (WSD AH-P),0.46,0.0,0.38,0.63,0,3912,10 Jan 240.00 (WSD MH-P),152.75,0.0,118.25,119.00,0,448,
10 Jan 240.00 (WSD AH-A),14.60,0.0,0.0,2.80,0,3912,10 Jan 240.00 (WSD MH-A),64.90,0.0,116.70,120.90,0,448,
10 Jan 240.00 (WSD AH-B),0.51,0.0,0.35,0.78,0,3912,10 Jan 240.00 (WSD MH-B),71.25,0.0,117.15,119.95,0,448,
10 Jan 240.00 (WSD AH-O),0.0,0.0,0.0,0.0,0,3912,10 Jan 240.00 (WSD MH-O),0.0,0.0,0.0,0.0,0,448,
10 Jan 250.00 (WSD AJ),0.41,+0.09,0.26,0.44,2,2896,10 Jan 250.00 (WSD MJ),132.38,0.0,128.20,128.75,0,607,
10 Jan 250.00 (WSD AJ-E),0.41,+0.16,0.26,0.45,2,2896,10 Jan 250.00 (WSD MJ-E),132.38,0.0,128.20,128.80,0,607,
10 Jan 250.00 (WSD AJ-8),0.15,0.0,0.0,0.0,0,2896,10 Jan 250.00 (WSD MJ-8),114.46,0.0,0.0,0.0,0,607,
10 Jan 250.00 (WSD AJ-X),0.32,0.0,0.26,0.45,0,2896,10 Jan 250.00 (WSD MJ-X),134.20,0.0,128.10,128.75,0,607,
10 Jan 250.00 (WSD AJ-P),0.43,0.0,0.26,0.44,0,2896,10 Jan 250.00 (WSD MJ-P),132.00,0.0,128.20,128.85,0,607,
10 Jan 250.00 (WSD AJ-A),0.25,0.0,0.0,2.55,0,2896,10 Jan 250.00 (WSD MJ-A),72.05,0.0,126.50,130.75,0,607,
10 Jan 250.00 (WSD AJ-B),0.34,0.0,0.22,0.62,0,2896,10 Jan 250.00 (WSD MJ-B),119.25,0.0,126.95,129.85,0,607,
10 Jan 250.00 (WSD AJ-O),0.0,0.0,0.0,0.0,0,2896,10 Jan 250.00 (WSD MJ-O),0.0,0.0,0.0,0.0,0,607,
10 Jan 260.00 (WSD AV),0.26,0.0,0.14,0.32,0,1394,10 Jan 260.00 (WSD MV),150.70,0.0,138.05,138.65,0,162,
10 Jan 260.00 (WSD AV-E),0.23,0.0,0.14,0.32,0,1394,10 Jan 260.00 (WSD MV-E),101.50,0.0,138.05,138.70,0,162,
10 Jan 260.00 (WSD AV-8),0.28,0.0,0.0,0.0,0,1394,10 Jan 260.00 (WSD MV-8),127.80,0.0,0.0,0.0,0,162,
10 Jan 260.00 (WSD AV-X),0.19,0.0,0.14,0.32,0,1394,10 Jan 260.00 (WSD MV-X),91.85,0.0,138.00,138.65,0,162,
10 Jan 260.00 (WSD AV-P),0.26,0.0,0.14,0.32,0,1394,10 Jan 260.00 (WSD MV-P),150.70,0.0,137.95,138.70,0,162,
10 Jan 260.00 (WSD AV-A),17.20,0.0,0.0,2.45,0,1394,10 Jan 260.00 (WSD MV-A),72.20,0.0,136.40,140.60,0,162,
10 Jan 260.00 (WSD AV-B),0.18,0.0,0.12,0.51,0,1394,10 Jan 260.00 (WSD MV-B),0.0,0.0,136.95,139.60,0,162,
10 Jan 260.00 (WSD AV-O),0.0,0.0,0.0,0.0,0,1394,10 Jan 260.00 (WSD MV-O),0.0,0.0,0.0,0.0,0,162,
10 Jan 270.00 (WSD AW),0.11,0.0,0.14,0.20,0,1995,10 Jan 270.00 (WSD MW),146.50,0.0,147.45,149.55,0,192,
10 Jan 270.00 (WSD AW-E),0.11,0.0,0.07,0.22,0,1995,10 Jan 270.00 (WSD MW-E),91.10,0.0,147.40,149.55,0,192,
10 Jan 270.00 (WSD AW-8),0.20,0.0,0.0,0.0,0,1995,10 Jan 270.00 (WSD MW-8),136.75,0.0,0.0,0.0,0,192,
10 Jan 270.00 (WSD AW-X),0.30,0.0,0.14,0.40,0,1995,10 Jan 270.00 (WSD MW-X),93.20,0.0,147.25,149.95,0,192,
10 Jan 270.00 (WSD AW-P),0.32,0.0,0.07,0.20,0,1995,10 Jan 270.00 (WSD MW-P),146.50,0.0,147.45,149.55,0,192,
10 Jan 270.00 (WSD AW-A),0.33,0.0,0.0,2.40,0,1995,10 Jan 270.00 (WSD MW-A),83.80,0.0,146.50,150.75,0,192,
10 Jan 270.00 (WSD AW-B),0.15,0.0,0.05,0.45,0,1995,10 Jan 270.00 (WSD MW-B),134.65,0.0,146.70,149.65,0,192,
10 Jan 270.00 (WSD AW-O),0.0,0.0,0.0,0.0,0,1995,10 Jan 270.00 (WSD MW-O),0.0,0.0,0.0,0.0,0,192,
10 Jan 280.00 (WSD AX),0.20,0.0,0.07,0.19,0,1102,10 Jan 280.00 (WSD MX),156.50,0.0,157.50,159.50,0,161,
10 Jan 280.00 (WSD AX-E),0.20,0.0,0.07,0.19,0,1102,10 Jan 280.00 (WSD MX-E),160.65,0.0,157.50,159.50,0,161,
10 Jan 280.00 (WSD AX-8),0.10,0.0,0.0,0.0,0,1102,10 Jan 280.00 (WSD MX-8),107.25,0.0,0.0,0.0,0,161,
10 Jan 280.00 (WSD AX-X),0.19,0.0,0.07,0.19,0,1102,10 Jan 280.00 (WSD MX-X),161.00,0.0,157.50,159.60,0,161,
10 Jan 280.00 (WSD AX-P),0.10,0.0,0.07,0.19,0,1102,10 Jan 280.00 (WSD MX-P),156.50,0.0,157.50,159.50,0,161,
10 Jan 280.00 (WSD AX-A),0.75,0.0,0.0,2.35,0,1102,10 Jan 280.00 (WSD MX-A),63.40,0.0,156.60,160.75,0,161,
10 Jan 280.00 (WSD AX-B),0.86,0.0,0.0,0.49,0,1102,10 Jan 280.00 (WSD MX-B),181.75,0.0,156.70,159.50,0,161,
10 Jan 280.00 (WSD AX-O),0.0,0.0,0.0,0.0,0,1102,10 Jan 280.00 (WSD MX-O),0.0,0.0,0.0,0.0,0,161,
10 Jan 290.00 (WSD AY),0.12,0.0,0.05,0.18,0,1815,10 Jan 290.00 (WSD MY),166.50,0.0,167.50,169.50,0,25,
10 Jan 290.00 (WSD AY-E),0.12,0.0,0.05,0.19,0,1815,10 Jan 290.00 (WSD MY-E),172.30,0.0,167.50,169.50,0,25,
10 Jan 290.00 (WSD AY-8),0.15,0.0,0.0,0.0,0,1815,10 Jan 290.00 (WSD MY-8),174.76,0.0,0.0,0.0,0,25,
10 Jan 290.00 (WSD AY-X),0.05,0.0,0.04,2.15,0,1815,10 Jan 290.00 (WSD MY-X),154.75,0.0,167.40,169.75,0,25,
10 Jan 290.00 (WSD AY-P),0.08,0.0,0.05,0.18,0,1815,10 Jan 290.00 (WSD MY-P),166.50,0.0,167.50,169.50,0,25,
10 Jan 290.00 (WSD AY-A),10.95,0.0,0.0,2.35,0,1815,10 Jan 290.00 (WSD MY-A),0.0,0.0,166.50,170.75,0,25,
10 Jan 290.00 (WSD AY-B),0.74,0.0,0.0,0.46,0,1815,10 Jan 290.00 (WSD MY-B),163.25,0.0,166.65,169.85,0,25,
10 Jan 290.00 (WSD AY-O),0.0,0.0,0.0,0.0,0,1815,10 Jan 290.00 (WSD MY-O),0.0,0.0,0.0,0.0,0,25,
10 Jan 300.00 (WSD AZ),0.18,0.0,0.06,0.17,0,8488,10 Jan 300.00 (WSD MZ),176.50,0.0,177.50,179.45,0,24,
10 Jan 300.00 (WSD AZ-E),0.18,0.0,0.02,0.17,0,8488,10 Jan 300.00 (WSD MZ-E),218.05,0.0,177.50,179.50,0,24,
10 Jan 300.00 (WSD AZ-8),0.09,0.0,0.0,0.0,0,8488,10 Jan 300.00 (WSD MZ-8),174.45,0.0,0.0,0.0,0,24,
10 Jan 300.00 (WSD AZ-X),0.15,0.0,0.0,0.41,0,8488,10 Jan 300.00 (WSD MZ-X),91.20,0.0,177.40,179.75,0,24,
10 Jan 300.00 (WSD AZ-P),0.16,0.0,0.06,0.17,0,8488,10 Jan 300.00 (WSD MZ-P),176.50,0.0,177.50,179.45,0,24,
10 Jan 300.00 (WSD AZ-A),13.00,0.0,0.0,2.35,0,8488,10 Jan 300.00 (WSD MZ-A),0.0,0.0,176.70,180.75,0,24,
10 Jan 300.00 (WSD AZ-B),0.11,0.0,0.0,0.36,0,8488,10 Jan 300.00 (WSD MZ-B),211.35,0.0,176.70,179.45,0,24,
10 Jan 300.00 (WSD AZ-O),0.0,0.0,0.0,0.0,0,8488,10 Jan 300.00 (WSD MZ-O),0.0,0.0,0.0,0.0,0,24,
10 Jan 310.00 (WSD AI),0.07,0.0,0.02,0.13,0,884,10 Jan 310.00 (WSD MI),186.50,0.0,187.50,189.50,0,24,
10 Jan 310.00 (WSD AI-E),0.07,0.0,0.02,0.13,0,884,10 Jan 310.00 (WSD MI-E),129.85,0.0,187.50,189.50,0,24,
10 Jan 310.00 (WSD AI-8),0.71,0.0,0.0,0.0,0,884,10 Jan 310.00 (WSD MI-8),130.70,0.0,0.0,0.0,0,24,
10 Jan 310.00 (WSD AI-X),0.05,0.0,0.0,0.13,0,884,10 Jan 310.00 (WSD MI-X),98.70,0.0,187.40,189.75,0,24,
10 Jan 310.00 (WSD AI-P),0.07,0.0,0.02,0.13,0,884,10 Jan 310.00 (WSD MI-P),186.50,0.0,187.50,189.50,0,24,
10 Jan 310.00 (WSD AI-A),11.30,0.0,0.0,2.30,0,884,10 Jan 310.00 (WSD MI-A),0.0,0.0,186.60,190.75,0,24,
10 Jan 310.00 (WSD AI-B),0.48,0.0,0.0,0.42,0,884,10 Jan 310.00 (WSD MI-B),183.25,0.0,186.65,189.95,0,24,
10 Jan 310.00 (WSD AI-O),0.0,0.0,0.0,0.0,0,884,10 Jan 310.00 (WSD MI-O),0.0,0.0,0.0,0.0,0,24,
10 Jan 320.00 (WSD AK),0.10,0.0,0.02,0.13,0,941,10 Jan 320.00 (WSD MK),196.50,0.0,197.45,199.45,0,30,
10 Jan 320.00 (WSD AK-E),0.09,0.0,0.0,0.13,0,941,10 Jan 320.00 (WSD MK-E),185.45,0.0,197.45,199.50,0,30,
10 Jan 320.00 (WSD AK-8),0.25,0.0,0.0,0.0,0,941,10 Jan 320.00 (WSD MK-8),185.30,0.0,0.0,0.0,0,30,
10 Jan 320.00 (WSD AK-X),0.10,0.0,0.0,0.13,0,941,10 Jan 320.00 (WSD MK-X),0.0,0.0,197.35,199.75,0,30,
10 Jan 320.00 (WSD AK-P),0.10,0.0,0.02,0.13,0,941,10 Jan 320.00 (WSD MK-P),196.50,0.0,197.45,199.45,0,30,
10 Jan 320.00 (WSD AK-A),9.80,0.0,0.0,2.30,0,941,10 Jan 320.00 (WSD MK-A),0.0,0.0,196.70,200.70,0,30,
10 Jan 320.00 (WSD AK-B),0.54,0.0,0.0,0.32,0,941,10 Jan 320.00 (WSD MK-B),85.30,0.0,196.85,199.45,0,30,
10 Jan 320.00 (WSD AK-O),0.0,0.0,0.0,0.0,0,941,10 Jan 320.00 (WSD MK-O),0.0,0.0,0.0,0.0,0,30,
10 Jan 330.00 (WSD AM),0.07,0.0,0.03,0.11,0,934,10 Jan 330.00 (WSD MM),206.50,0.0,207.45,209.50,0,33,
10 Jan 330.00 (WSD AM-E),0.05,0.0,0.0,0.11,0,934,10 Jan 330.00 (WSD MM-E),195.45,0.0,207.45,209.50,0,33,
10 Jan 330.00 (WSD AM-8),0.68,0.0,0.0,0.0,0,934,10 Jan 330.00 (WSD MM-8),165.86,0.0,0.0,0.0,0,33,
10 Jan 330.00 (WSD AM-X),0.05,0.0,0.0,0.11,0,934,10 Jan 330.00 (WSD MM-X),114.60,0.0,207.40,209.70,0,33,
10 Jan 330.00 (WSD AM-P),0.07,0.0,0.03,0.11,0,934,10 Jan 330.00 (WSD MM-P),206.50,0.0,207.45,209.50,0,33,
10 Jan 330.00 (WSD AM-A),9.20,0.0,0.0,2.30,0,934,10 Jan 330.00 (WSD MM-A),0.0,0.0,206.70,210.75,0,33,
10 Jan 330.00 (WSD AM-B),0.48,0.0,0.0,0.39,0,934,10 Jan 330.00 (WSD MM-B),222.90,0.0,206.80,209.90,0,33,
10 Jan 330.00 (WSD AM-O),0.0,0.0,0.0,0.0,0,934,10 Jan 330.00 (WSD MM-O),0.0,0.0,0.0,0.0,0,33,
10 Jan 340.00 (WSD AO),0.04,0.0,0.01,0.04,0,4800,10 Jan 340.00 (WSD MO),255.30,0.0,217.45,219.45,0,1,
10 Jan 340.00 (WSD AO-E),0.05,0.0,0.0,0.10,0,4800,10 Jan 340.00 (WSD MO-E),255.30,0.0,217.45,219.45,0,1,
10 Jan 340.00 (WSD AO-8),0.11,0.0,0.0,0.0,0,4800,10 Jan 340.00 (WSD MO-8),254.35,0.0,0.0,0.0,0,1,
10 Jan 340.00 (WSD AO-X),0.05,0.0,0.0,0.54,0,4800,10 Jan 340.00 (WSD MO-X),213.20,0.0,217.40,219.70,0,1,
10 Jan 340.00 (WSD AO-P),0.04,0.0,0.01,0.04,0,4800,10 Jan 340.00 (WSD MO-P),174.10,0.0,217.45,219.45,0,1,
10 Jan 340.00 (WSD AO-A),1.96,0.0,0.0,2.25,0,4800,10 Jan 340.00 (WSD MO-A),0.0,0.0,216.60,220.70,0,1,
10 Jan 340.00 (WSD AO-B),2.41,0.0,0.0,0.38,0,4800,10 Jan 340.00 (WSD MO-B),213.20,0.0,216.80,219.95,0,1,
10 Jan 340.00 (WSD AO-O),0.0,0.0,0.0,0.0,0,4800,10 Jan 340.00 (WSD MO-O),0.0,0.0,0.0,0.0,0,1,
11 Jan 2.50 (XYF AZ),117.15,0.0,118.30,120.60,0,1,11 Jan 2.50 (XYF MZ),0.10,0.0,0.0,0.14,0,545,
11 Jan 2.50 (XYF AZ-E),117.15,0.0,118.30,120.60,0,1,11 Jan 2.50 (XYF MZ-E),0.10,0.0,0.0,0.14,0,545,
11 Jan 2.50 (XYF AZ-X),0.0,0.0,117.65,121.00,0,1,11 Jan 2.50 (XYF MZ-X),0.10,0.0,0.0,0.14,0,545,
11 Jan 2.50 (XYF AZ-P),0.0,0.0,118.30,120.60,0,1,11 Jan 2.50 (XYF MZ-P),0.14,0.0,0.0,0.14,0,545,
11 Jan 2.50 (XYF AZ-A),0.0,0.0,0.0,0.0,0,1,11 Jan 2.50 (XYF MZ-A),0.15,0.0,0.0,0.20,0,545,
11 Jan 2.50 (XYF AZ-B),0.0,0.0,118.30,120.85,0,1,11 Jan 2.50 (XYF MZ-B),0.0,0.0,0.0,0.20,0,545,
11 Jan 5.00 (XYF AA),0.0,0.0,115.80,118.10,0,0,11 Jan 5.00 (XYF MA),0.15,0.0,0.04,0.14,0,171,
11 Jan 5.00 (XYF AA-E),0.0,0.0,115.80,118.15,0,0,11 Jan 5.00 (XYF MA-E),0.52,0.0,0.0,0.15,0,171,
11 Jan 5.00 (XYF AA-X),0.0,0.0,115.15,118.50,0,0,11 Jan 5.00 (XYF MA-X),0.35,0.0,0.0,0.14,0,171,
11 Jan 5.00 (XYF AA-P),0.0,0.0,115.80,118.10,0,0,11 Jan 5.00 (XYF MA-P),0.15,0.0,0.04,0.14,0,171,
11 Jan 5.00 (XYF AA-A),0.0,0.0,0.0,0.0,0,0,11 Jan 5.00 (XYF MA-A),0.0,0.0,0.0,4.50,0,171,
11 Jan 5.00 (XYF AA-B),0.0,0.0,115.80,118.35,0,0,11 Jan 5.00 (XYF MA-B),0.0,0.0,0.04,0.28,0,171,
11 Jan 7.50 (XYF AU),87.30,0.0,113.30,115.60,0,0,11 Jan 7.50 (XYF MU),0.26,0.0,0.0,0.23,0,77,
11 Jan 7.50 (XYF AU-E),0.0,0.0,113.30,115.65,0,0,11 Jan 7.50 (XYF MU-E),0.27,0.0,0.0,0.23,0,77,
11 Jan 7.50 (XYF AU-X),87.30,0.0,112.65,116.00,0,0,11 Jan 7.50 (XYF MU-X),0.26,0.0,0.0,0.23,0,77,
11 Jan 7.50 (XYF AU-P),82.35,0.0,113.30,115.60,0,0,11 Jan 7.50 (XYF MU-P),0.26,0.0,0.0,0.23,0,77,
11 Jan 7.50 (XYF AU-A),0.0,0.0,0.0,0.0,0,0,11 Jan 7.50 (XYF MU-A),0.0,0.0,0.0,4.50,0,77,
11 Jan 7.50 (XYF AU-B),0.0,0.0,113.30,115.85,0,0,11 Jan 7.50 (XYF MU-B),1.62,0.0,0.0,2.48,0,77,
11 Jan 10.00 (XYF AB),64.40,0.0,110.85,113.10,0,10,11 Jan 10.00 (XYF MB),0.35,0.0,0.13,0.25,0,747,
11 Jan 10.00 (XYF AB-E),64.40,0.0,110.80,113.15,0,10,11 Jan 10.00 (XYF MB-E),0.35,0.0,0.12,0.25,0,747,
11 Jan 10.00 (XYF AB-X),0.0,0.0,110.15,113.50,0,10,11 Jan 10.00 (XYF MB-X),1.50,0.0,0.0,0.26,0,747,
11 Jan 10.00 (XYF AB-P),74.00,0.0,110.85,113.10,0,10,11 Jan 10.00 (XYF MB-P),0.40,0.0,0.13,0.25,0,747,
11 Jan 10.00 (XYF AB-A),0.0,0.0,0.0,0.0,0,10,11 Jan 10.00 (XYF MB-A),1.10,0.0,0.0,4.50,0,747,
11 Jan 10.00 (XYF AB-B),0.0,0.0,110.85,113.35,0,10,11 Jan 10.00 (XYF MB-B),0.0,0.0,0.0,0.49,0,747,
11 Jan 12.50 (XYF AV),62.65,0.0,108.35,110.60,0,101,11 Jan 12.50 (XYF MV),1.20,0.0,0.19,0.34,0,47,
11 Jan 12.50 (XYF AV-E),62.65,0.0,108.35,110.60,0,101,11 Jan 12.50 (XYF MV-E),1.20,0.0,0.19,0.35,0,47,
11 Jan 12.50 (XYF AV-X),0.0,0.0,107.65,111.00,0,101,11 Jan 12.50 (XYF MV-X),0.0,0.0,0.0,0.35,0,47,
11 Jan 12.50 (XYF AV-P),68.75,0.0,108.35,110.60,0,101,11 Jan 12.50 (XYF MV-P),1.49,0.0,0.19,0.34,0,47,
11 Jan 12.50 (XYF AV-A),0.0,0.0,0.0,0.0,0,101,11 Jan 12.50 (XYF MV-A),0.0,0.0,0.0,4.50,0,47,
11 Jan 12.50 (XYF AV-B),86.20,0.0,108.35,110.85,0,101,11 Jan 12.50 (XYF MV-B),1.82,0.0,0.05,0.54,0,47,
11 Jan 15.00 (XYF AC),96.00,0.0,105.85,108.10,0,244,11 Jan 15.00 (XYF MC),0.50,0.0,0.0,0.51,0,368,
11 Jan 15.00 (XYF AC-E),60.85,0.0,105.85,108.10,0,244,11 Jan 15.00 (XYF MC-E),0.50,0.0,0.0,0.51,0,368,
11 Jan 15.00 (XYF AC-X),67.20,0.0,105.25,108.50,0,244,11 Jan 15.00 (XYF MC-X),1.08,0.0,0.0,0.51,0,368,
11 Jan 15.00 (XYF AC-P),70.00,0.0,105.85,108.10,0,244,11 Jan 15.00 (XYF MC-P),1.91,0.0,0.0,0.51,0,368,
11 Jan 15.00 (XYF AC-A),0.0,0.0,0.0,0.0,0,244,11 Jan 15.00 (XYF MC-A),0.0,0.0,0.0,4.50,0,368,
11 Jan 15.00 (XYF AC-B),97.75,0.0,105.70,108.70,0,244,11 Jan 15.00 (XYF MC-B),1.98,0.0,0.0,2.82,0,368,
11 Jan 17.50 (XYF AW),93.85,0.0,103.35,105.60,0,304,11 Jan 17.50 (XYF MW),0.75,0.0,0.0,0.70,0,133,
11 Jan 17.50 (XYF AW-E),93.85,0.0,103.35,105.60,0,304,11 Jan 17.50 (XYF MW-E),1.11,0.0,0.0,0.70,0,133,
11 Jan 17.50 (XYF AW-X),93.85,0.0,102.80,106.05,0,304,11 Jan 17.50 (XYF MW-X),0.75,0.0,0.0,0.70,0,133,
11 Jan 17.50 (XYF AW-P),68.05,0.0,103.35,105.60,0,304,11 Jan 17.50 (XYF MW-P),3.05,0.0,0.0,0.70,0,133,
11 Jan 17.50 (XYF AW-A),0.0,0.0,0.0,0.0,0,304,11 Jan 17.50 (XYF MW-A),0.0,0.0,0.0,4.50,0,133,
11 Jan 17.50 (XYF AW-B),95.55,0.0,103.20,106.20,0,304,11 Jan 17.50 (XYF MW-B),4.50,0.0,0.0,2.99,0,133,
11 Jan 20.00 (XYF AD),102.00,+6.30,100.85,103.10,1,595,11 Jan 20.00 (XYF MD),0.95,0.0,0.58,0.89,0,1992,
11 Jan 20.00 (XYF AD-E),95.70,0.0,100.85,103.10,0,595,11 Jan 20.00 (XYF MD-E),0.95,0.0,0.55,0.89,0,1992,
11 Jan 20.00 (XYF AD-8),110.00,0.0,100.40,103.10,0,595,11 Jan 20.00 (XYF MD-8),1.41,0.0,0.20,0.89,0,1992,
11 Jan 20.00 (XYF AD-X),91.55,0.0,100.40,103.60,0,595,11 Jan 20.00 (XYF MD-X),0.90,0.0,0.58,0.89,0,1992,
11 Jan 20.00 (XYF AD-P),102.00,+5.00,100.85,103.10,1,595,11 Jan 20.00 (XYF MD-P),0.95,0.0,0.58,0.89,0,1992,
11 Jan 20.00 (XYF AD-A),0.0,0.0,0.0,0.0,0,595,11 Jan 20.00 (XYF MD-A),4.50,0.0,0.0,4.50,0,1992,
