SPX (S&P 500 INDEX),866.23,14.31,,,,,,,,,,,
Apr 26 2009 @ 21:26 ET,,,,,,,,,,,,,
Calls,Last Sale,Net,Bid,Ask,Vol,Open Int,Puts,Last Sale,Net,Bid,Ask,Vol,Open Int
09 Sep 750.00 (QZQ IO-E),0,0,148.4,151.4,0,0,09 Sep 750.00 (QZQ UO-E),61.8,0,36.9,38.7,0,33
09 Sep 775.00 (QZQ IX-E),122,11.6,130.6,133.6,4,6,09 Sep 775.00 (QZQ UX-E),92.3,0,44,45.8,0,3
09 Sep 800.00 (QZQ IP-E),62,0,113.8,116.8,0,5,09 Sep 800.00 (QZQ UP-E),123.6,0,52.1,53.9,0,2
09 Sep 850.00 (QZQ IQ-E),73,0,83.5,86.5,0,4,09 Sep 850.00 (QZQ UQ-E),87.2,0,71,73.7,0,8
09 Sep 900.00 (QSE IR-E),55.45,0,58.7,60.5,0,54,09 Sep 900.00 (QSE UR-E),173,0,95.4,98.1,0,3
09 Sep 950.00 (QSE IS-E),21.8,0,38.5,40.3,0,29,09 Sep 950.00 (QSE US-E),0,0,125,127.7,0,0
09 Sep 1000.00 (QSE IT-E),0,0,23.8,25.1,0,0,09 Sep 1000.00 (QSE UT-E),190,0,159.9,162.7,0,7
09 Sep 1025.00 (QSE IE-E),13,0,18.1,19.4,0,0,09 Sep 1025.00 (QSE UE-E),0,0,179.1,181.9,0,0
09 Sep 1050.00 (QSE IJ-E),0,0,13.5,14.9,0,0,09 Sep 1050.00 (QSE UJ-E),0,0,199.4,202.3,0,0
09 Sep 1075.00 (QSE IO-E),0,0,9.9,11.2,0,0,09 Sep 1075.00 (QSE UO-E),0,0,220.7,223.6,0,0
09 Sep 1100.00 (SZQ IS-E),9.9,0,7.2,8.2,0,16,09 Sep 1100.00 (SZQ US-E),0,0,242.8,245.7,0,0
09 Sep 1125.00 (SZQ IE-E),5.45,0,5.1,6.1,0,15,09 Sep 1125.00 (SZQ UE-E),0,0,265.5,268.5,0,0
09 Sep 1150.00 (SZQ II-E),0.2,0,3.6,4.4,0,8,09 Sep 1150.00 (SZQ UI-E),0,0,288.8,291.8,0,0
09 Sep 1175.00 (SZQ IO-E),0,0,2.5,3.1,0,0,09 Sep 1175.00 (SZQ UO-E),0,0,312.5,315.5,0,0
09 Sep 1200.00 (SZQ IT-E),3,0,1.65,2.25,0,14,09 Sep 1200.00 (SZQ UT-E),0,0,336.6,339.6,0,0
09 Sep 1225.00 (SZQ IF-E),0,0,1.15,1.75,0,0,09 Sep 1225.00 (SZQ UF-E),0,0,361,363.9,0,0
09 Sep 1250.00 (SZQ IJ-E),5,0,0.75,1.35,0,2,09 Sep 1250.00 (SZQ UJ-E),0,0,385.5,388.4,0,0
09 Sep 1275.00 (SZQ IP-E),0,0,0.45,1.05,0,0,09 Sep 1275.00 (SZQ UP-E),0,0,410.1,413,0,0
09 Sep 1300.00 (SAQ IT-E),1,0,0.25,0.85,0,10,09 Sep 1300.00 (SAQ UT-E),412.4,0,434.8,437.7,0,10
09 Sep 1350.00 (SAQ IJ-E),0.75,0,0.05,0.65,0,1,09 Sep 1350.00 (SAQ UJ-E),0,0,484.4,487.3,0,0
09 Sep 1400.00 (SLQ IT-E),0,0,0,0.5,0,0,09 Sep 1400.00 (SLQ UT-E),0,0,534.1,537,0,0
09 Sep 1450.00 (SLQ IJ-E),0,0,0,0.35,0,0,09 Sep 1450.00 (SLQ UJ-E),0,0,583.8,586.8,0,0
09 Sep 1500.00 (SQP IT-E),0,0,0,0.35,0,0,09 Sep 1500.00 (SQP UT-E),0,0,633.5,636.6,0,0
09 Sep 1550.00 (SQP IJ-E),0,0,0,0.35,0,0,09 Sep 1550.00 (SQP UJ-E),0,0,683.3,686.3,0,0
09 Sep 1600.00 (SKQ IT-E),0.5,0,0,0.3,0,10,09 Sep 1600.00 (SKQ UT-E),0,0,733.1,736.1,0,0
09 Sep 1650.00 (SKQ IJ-E),0,0,0,0.3,0,0,09 Sep 1650.00 (SKQ UJ-E),0,0,782.9,785.9,0,0
09 Dec 200.00 (SPV LD-E),637.5,0,654.3,657.3,0,3,09 Dec 200.00 (SPV XD-E),0.35,-0.1,0.35,0.45,100,4816
09 Dec 250.00 (SPV LA-E),0,0,605,608,0,0,09 Dec 250.00 (SPV XA-E),0.55,0,0.35,0.95,0,11
09 Dec 300.00 (SPV LT-E),0,0,555.8,558.8,0,0,09 Dec 300.00 (SPV XT-E),1.25,0,0.8,1.4,0,33428
09 Dec 350.00 (SPV LJ-E),0,0,507,510,0,0,09 Dec 350.00 (SPV XJ-E),0,0,1.75,2.35,0,0
09 Dec 400.00 (SZU LT-E),930.4,0,458.8,461.8,0,50,09 Dec 400.00 (SZU XT-E),3.5,-0.3,3.4,3.9,264,40950
09 Dec 450.00 (SZU LJ-E),0,0,411.3,414.3,0,0,09 Dec 450.00 (SZU XJ-E),8.5,0,5.2,6.2,0,22678
09 Dec 500.00 (SYU LT-E),241.2,0,364.8,367.8,0,63,09 Dec 500.00 (SYU XT-E),9,-1.6,8.4,9.4,3,40513
09 Dec 525.00 (SYU LE-E),0,0,342.1,345.1,0,0,09 Dec 525.00 (SYU XE-E),11.2,-5.8,10.4,11.7,2,35
09 Dec 550.00 (SYU LJ-E),0,0,319.8,322.8,0,0,09 Dec 550.00 (SYU XJ-E),15.35,0,12.9,14.2,0,20907
09 Dec 575.00 (SYU LP-E),275,0,297.9,300.9,0,4,09 Dec 575.00 (SYU XP-E),17.2,-2.8,15.8,17.1,25,183
09 Dec 600.00 (SYG LT-E),248.7,0,276.5,279.5,0,1143,09 Dec 600.00 (SYG XT-E),20.3,-1.7,19.2,20,1507,90582
09 Dec 625.00 (SYG LE-E),0,0,255.6,258.6,0,0,09 Dec 625.00 (SYG XE-E),23.5,-1.5,23.2,24.5,2,3669
09 Dec 650.00 (SYG LJ-E),215,0,235.2,238.2,0,4803,09 Dec 650.00 (SYG XJ-E),30.3,-1.4,27.7,29,2,30060
09 Dec 675.00 (SYG LO-E),143.5,0,215.5,218.5,0,821,09 Dec 675.00 (SYG XO-E),34.6,-3.9,32.6,34.4,500,30815
09 Dec 700.00 (SPZ LT-E),179,0,196.4,199.4,0,24127,09 Dec 700.00 (SPZ XT-E),39,-3.5,39,40.2,843,97076
09 Dec 725.00 (SPZ LE-E),151.5,0,178.1,181.1,0,6833,09 Dec 725.00 (SPZ XE-E),53.7,0,44.8,46.7,0,13504
09 Dec 750.00 (SPZ LJ-E),155.2,0,160.5,163.5,0,56512,09 Dec 750.00 (SPZ XJ-E),54.1,-6.1,52.1,53.9,1,72462
09 Dec 775.00 (SPZ LO-E),123,0,143.8,146.8,0,7295,09 Dec 775.00 (SPZ XO-E),63.1,-4.9,59.6,62.6,12,15563
09 Dec 800.00 (SPX LT-E),118.5,0,127.9,130.9,0,113722,09 Dec 800.00 (SPX XT-E),71,-6,68.6,71.6,1850,134323
09 Dec 825.00 (SPX LE-E),99,0,112.9,115.9,0,21053,09 Dec 825.00 (SPX XE-E),79.6,-9.6,78.4,81.4,241,22744
09 Dec 850.00 (SPX LJ-E),97.4,11.3,98.9,101.9,1450,82892,09 Dec 850.00 (SPX XJ-E),91.5,-10.7,89.3,92.3,2657,71738
09 Dec 875.00 (SPX LO-E),85.7,5.7,85.9,88.9,42,15772,09 Dec 875.00 (SPX XO-E),105.5,-1.5,101.1,104.1,40,6280
09 Dec 900.00 (SXB LT-E),75,10,73.9,77,1758,72236,09 Dec 900.00 (SXB XT-E),115.8,-6.2,114,117,1627,59965
09 Dec 915.00 (SXB LC-E),64.4,3.4,67.3,70.3,12,7,09 Dec 915.00 (SXB XC-E),0,0,122.2,125.2,0,0
09 Dec 925.00 (SXB LE-E),66.25,0,63,66,0,17538,09 Dec 925.00 (SXB XE-E),129,0,127.9,130.9,0,7927
09 Dec 950.00 (SXB LJ-E),52.5,9.4,53.8,55.6,750,59692,09 Dec 950.00 (SXB XJ-E),147,-15.8,142.9,145.9,250,45082
09 Dec 975.00 (SXB LO-E),43.3,7.3,45,46.8,34,10192,09 Dec 975.00 (SXB XO-E),273,0,158.9,161.9,0,8257
09 Dec 1000.00 (SPQ LT-E),36,3,37.2,39,251,48397,09 Dec 1000.00 (SPQ XT-E),196,0,176,179,0,84900
09 Dec 1025.00 (SPQ LE-E),27.7,2.7,30.4,32.2,1,8704,09 Dec 1025.00 (SPQ XE-E),0,0,194.1,197.1,0,0
09 Dec 1050.00 (SPQ LJ-E),25.5,5.5,24.8,26.1,529,21751,09 Dec 1050.00 (SPQ XJ-E),236,0,213.1,216.1,0,9979
09 Dec 1075.00 (SPQ LO-E),16.7,0,19.9,21.2,0,10404,09 Dec 1075.00 (SPQ XO-E),250,0,232.9,236,0,1
09 Dec 1100.00 (SPT LT-E),16,2.7,15.7,16.8,539,38272,09 Dec 1100.00 (SPT XT-E),273.9,0,253.6,256.6,0,53023
09 Dec 1125.00 (SPT LE-E),9,0,12.3,13.6,0,1422,09 Dec 1125.00 (SPT XE-E),282.9,0,275,278,0,3949
09 Dec 1150.00 (SPT LJ-E),7,0,9.6,10.6,0,16053,09 Dec 1150.00 (SPT XJ-E),378.5,0,297,300,0,29454
09 Dec 1175.00 (SPT LO-E),6.7,0,7.3,8.3,0,6689,09 Dec 1175.00 (SPT XO-E),361.5,0,319.6,322.6,0,893
09 Dec 1200.00 (SZP LT-E),5.65,0.45,5.5,6.1,83,42378,09 Dec 1200.00 (SZP XT-E),372.7,0,342.6,345.6,0,76296
09 Dec 1225.00 (SZP LE-E),5.2,0,4.2,5,0,5703,09 Dec 1225.00 (SZP XE-E),433.8,0,366,369,0,15180
09 Dec 1250.00 (SZP LJ-E),3.3,0.6,3,3.8,11,22588,09 Dec 1250.00 (SZP XJ-E),416,0,389.8,392.8,0,30962
09 Dec 1275.00 (SZP LO-E),3.1,0,2.3,2.9,0,8330,09 Dec 1275.00 (SZP XO-E),486.8,0,413.8,416.8,0,6037
09 Dec 1300.00 (SXY LT-E),1.8,0.4,1.65,2.15,10,40260,09 Dec 1300.00 (SXY XT-E),450,0,438,441,0,34926
09 Dec 1325.00 (SXY LE-E),0.9,0,1.25,1.8,0,12328,09 Dec 1325.00 (SXY XE-E),488,0,462.4,465.4,0,10841
09 Dec 1350.00 (SXY LJ-E),1.1,0,0.9,1.45,0,18834,09 Dec 1350.00 (SXY XJ-E),492.85,-23.6,486.9,489.9,3,16445
09 Dec 1375.00 (SXY LO-E),0.3,0,0.65,1.15,0,7077,09 Dec 1375.00 (SXY XO-E),540.95,0,511.5,514.5,0,9303
09 Dec 1400.00 (SXZ LT-E),0.75,0,0.5,1,0,49989,09 Dec 1400.00 (SXZ XT-E),590,0,536.1,539.1,0,42934
09 Dec 1425.00 (SXZ LE-E),0.6,0,0.25,0.9,0,7055,09 Dec 1425.00 (SXZ XE-E),707,0,560.8,563.8,0,9058
09 Dec 1450.00 (SXZ LJ-E),1,0,0.15,0.75,0,23111,09 Dec 1450.00 (SXZ XJ-E),591.55,-78.45,585.5,588.5,6,27342
09 Dec 1475.00 (SXZ LO-E),0.4,0,0.1,0.7,0,219,09 Dec 1475.00 (SXZ XO-E),549.4,0,610.3,613.3,0,210
09 Dec 1500.00 (SXM LT-E),0.5,0,0.1,0.65,0,70318,09 Dec 1500.00 (SXM XT-E),655,0,635.1,638.1,0,22713
09 Dec 1525.00 (SXM LE-E),0.5,0,0,0.55,0,4392,09 Dec 1525.00 (SXM XE-E),642.4,0,659.8,662.8,0,3928
09 Dec 1550.00 (SXM LJ-E),0.15,0,0,0.5,0,15824,09 Dec 1550.00 (SXM XJ-E),690.65,-147.35,684.6,687.6,3,6218
09 Dec 1600.00 (SPB LT-E),0.2,0,0,0.4,0,40856,09 Dec 1600.00 (SPB XT-E),780.9,0,734.2,737.2,0,28926
09 Dec 1650.00 (SPB LJ-E),0.1,0,0,0.35,0,5436,09 Dec 1650.00 (SPB XJ-E),315,0,783.8,786.8,0,275
09 Dec 1700.00 (SVP LT-E),0.15,0,0,0.15,0,104674,09 Dec 1700.00 (SVP XT-E),949,0,833.5,836.5,0,18181
09 Dec 1800.00 (SVP LZ-E),0.5,0,0,0.3,0,22891,09 Dec 1800.00 (SVP XZ-E),721,0,932.8,935.8,0,901
09 Dec 1900.00 (SVP LY-E),0.05,0,0,0.15,0,15236,09 Dec 1900.00 (SVP XY-E),1014.5,0,1032.2,1035.2,0,443
09 Dec 1950.00 (SYV LJ-E),0.2,0,0,0.3,0,1560,09 Dec 1950.00 (SYV XJ-E),331,0,1081.9,1084.9,0,10
09 Dec 2000.00 (SYV LT-E),0.05,0,0,0.3,0,34113,09 Dec 2000.00 (SYV XT-E),1180.9,0,1131.6,1134.6,0,1085
09 Dec 2250.00 (SYV LV-E),0.5,0,0,0.3,0,1,09 Dec 2250.00 (SYV XV-E),1425.4,0,1380,1383,0,156
09 Dec 2500.00 (SYV LC-E),0.25,0,0,0.3,0,10,09 Dec 2500.00 (SYV XC-E),1632.1,0,1628.4,1631.4,0,240
09 Dec 500.00 (QSZ LJ-E),0,0,365,368,0,0,09 Dec 500.00 (QSZ XJ-E),10.7,0,9.1,10.1,0,1
09 Dec 550.00 (QSZ LK-E),0,0,320.2,323.2,0,0,09 Dec 550.00 (QSZ XK-E),0,0,13.8,15.1,0,0
09 Dec 600.00 (QSZ LL-E),0,0,277.2,280.2,0,0,09 Dec 600.00 (QSZ XL-E),25.5,0,20.4,21.7,0,9
09 Dec 650.00 (QSZ LM-E),170.5,0,236.3,239.3,0,1,09 Dec 650.00 (QSZ XM-E),52.5,0,29.2,30.5,0,53
09 Dec 700.00 (QZQ LN-E),0,0,197.8,200.8,0,0,09 Dec 700.00 (QZQ XN-E),40,0,40.1,41.9,0,2
09 Dec 725.00 (QZQ LE-E),0,0,179.6,182.6,0,0,09 Dec 725.00 (QZQ XE-E),57.3,0,46.7,48.5,0,4
09 Dec 750.00 (QZQ LO-E),133.1,0,162.1,165.1,0,24,09 Dec 750.00 (QZQ XO-E),87,0,54.1,55.9,0,32
09 Dec 800.00 (QZQ LP-E),108.3,0,129.7,132.7,0,2,09 Dec 800.00 (QZQ XP-E),76.1,0,70.8,73.7,0,8
09 Dec 850.00 (QZQ LQ-E),56.5,0,100.9,103.9,0,0,09 Dec 850.00 (QZQ XQ-E),136.5,0,91.7,94.6,0,30
09 Dec 900.00 (QSE LR-E),64,0,76,79,0,11,09 Dec 900.00 (QSE XR-E),0,0,116.4,119.2,0,0
09 Dec 950.00 (QSE LS-E),0,0,55.8,57.6,0,0,09 Dec 950.00 (QSE XS-E),0,0,145.3,148.2,0,0
09 Dec 1000.00 (QSE LT-E),0,0,39.1,40.9,0,0,09 Dec 1000.00 (QSE XT-E),0,0,178.2,181.2,0,0
09 Dec 1040.00 (QSE LH-E),4,0,28.8,30.1,0,1,09 Dec 1040.00 (QSE XH-E),0,0,207.4,210.3,0,0
09 Dec 1050.00 (QSE LJ-E),13.6,0,26.5,27.8,0,7,09 Dec 1050.00 (QSE XJ-E),291,0,215,218,0,1
09 Dec 1100.00 (SZQ LS-E),0,0,17.1,18.4,0,0,09 Dec 1100.00 (SZQ XS-E),0,0,255.2,258.1,0,0
09 Dec 1150.00 (SZQ LI-E),0,0,10.5,11.8,0,0,09 Dec 1150.00 (SZQ XI-E),311.4,0,298.3,301.3,2,0
09 Dec 1200.00 (SZQ LT-E),5.2,0,6.3,7.3,0,11,09 Dec 1200.00 (SZQ XT-E),366,0,343.6,346.5,0,1403
09 Dec 1250.00 (SZQ LJ-E),0,0,3.6,4.4,0,0,09 Dec 1250.00 (SZQ XJ-E),0,0,390.5,393.4,0,0
09 Dec 1300.00 (SAQ LT-E),0,0,2,2.6,0,0,09 Dec 1300.00 (SAQ XT-E),0,0,438.5,441.4,0,0
09 Dec 1350.00 (SAQ LJ-E),0,0,1.1,1.65,0,0,09 Dec 1350.00 (SAQ XJ-E),0,0,487.2,490.1,0,0
09 Dec 1400.00 (SLQ LT-E),1,0,0.6,1.1,0,65,09 Dec 1400.00 (SLQ XT-E),0,0,536.3,539.2,0,0
09 Dec 1450.00 (SLQ LJ-E),0.3,0,0.25,0.85,0,10,09 Dec 1450.00 (SLQ XJ-E),0,0,585.7,588.5,0,0
09 Dec 1500.00 (SQP LT-E),0,0,0.05,0.7,0,0,09 Dec 1500.00 (SQP XT-E),0,0,635.2,638,0,0
09 Dec 1600.00 (SKQ LT-E),0,0,0,0.45,0,0,09 Dec 1600.00 (SKQ XT-E),782.2,0,734.2,737.2,0,27
10 Mar 200.00 (SPV CD-E),0,0,649.4,653.1,0,0,10 Mar 200.00 (SPV OD-E),0.5,0,0.2,0.9,0,10
10 Mar 250.00 (SPV CA-E),0,0,600.5,604.2,0,0,10 Mar 250.00 (SPV OA-E),2.15,0,0.75,1.5,0,65
10 Mar 300.00 (SPV CT-E),0,0,552,555.6,0,0,10 Mar 300.00 (SPV OT-E),3,0,1.7,2.5,0,10
10 Mar 350.00 (SPV CJ-E),0,0,504,507.7,0,0,10 Mar 350.00 (SPV OJ-E),4,0,3.2,4.2,0,10
10 Mar 400.00 (SZU CT-E),0,0,456.8,460.5,0,0,10 Mar 400.00 (SZU OT-E),6.8,0,5.4,6.7,0,15
10 Mar 450.00 (SZU CJ-E),0,0,410.7,414.4,0,0,10 Mar 450.00 (SZU OJ-E),13,0,8.8,10.1,0,1600
10 Mar 475.00 (SZU CO-E),0,0,388.2,391.9,0,0,10 Mar 475.00 (SZU OO-E),15.8,0,10.8,12.5,0,10
10 Mar 500.00 (SYU CT-E),0,0,366,369.7,0,0,10 Mar 500.00 (SYU OT-E),20,0,13.4,15.1,0,11
10 Mar 525.00 (SYU CE-E),0,0,344.2,347.9,0,0,10 Mar 525.00 (SYU OE-E),24,0,16.4,18,0,10
10 Mar 550.00 (SYU CJ-E),0,0,322.8,326.6,0,0,10 Mar 550.00 (SYU OJ-E),24.7,0,19.8,21.5,0,306
10 Mar 575.00 (SYU CP-E),0,0,302,305.7,0,0,10 Mar 575.00 (SYU OP-E),29.2,0,23.7,25.3,0,116
10 Mar 600.00 (SYG CT-E),275,0,281.6,285.3,0,1,10 Mar 600.00 (SYG OT-E),30,-5,28,29.7,3,2371
10 Mar 625.00 (SYG CE-E),0,0,261.7,265.4,0,0,10 Mar 625.00 (SYG OE-E),47,0,32.6,34.9,0,20
10 Mar 650.00 (SYG CJ-E),0,0,242.4,246,0,0,10 Mar 650.00 (SYG OJ-E),41.2,-1.8,38.1,40.3,3,6303
10 Mar 675.00 (SYG CO-E),0,0,223.7,227.3,0,0,10 Mar 675.00 (SYG OO-E),58,0,44.1,46.4,0,12
10 Mar 700.00 (SPZ CT-E),0,0,205.6,209.2,0,0,10 Mar 700.00 (SPZ OT-E),51.9,-5.6,51,53.1,152,2939
10 Mar 725.00 (SPZ CE-E),0,0,188.2,191.8,0,0,10 Mar 725.00 (SPZ OE-E),70,0,58.2,60.4,0,1010
10 Mar 750.00 (SPZ CJ-E),142.6,0,171.5,175.1,0,1551,10 Mar 750.00 (SPZ OJ-E),69.3,-4.7,65.5,68.9,1,2274
10 Mar 775.00 (SPZ CO-E),117,0,155.5,159.1,0,1,10 Mar 775.00 (SPZ OO-E),84.3,0,74.4,77.7,0,792
10 Mar 800.00 (SPX CT-E),131.5,0,140.3,143.9,0,2315,10 Mar 800.00 (SPX OT-E),86,-4.3,83.9,87.3,26,15051
10 Mar 825.00 (SPX CE-E),108.4,0,126,129.3,0,1812,10 Mar 825.00 (SPX OE-E),118,0,94.2,97.6,0,701
10 Mar 850.00 (SPX CJ-E),114,17,112.4,115.8,1750,14206,10 Mar 850.00 (SPX OJ-E),109,-9,105.4,108.7,1850,2012
10 Mar 875.00 (SPX CO-E),90,0,99.6,103,0,3587,10 Mar 875.00 (SPX OO-E),116.2,0,117.5,120.7,0,3512
10 Mar 900.00 (SXB CT-E),81.8,0,87.9,91.3,0,5032,10 Mar 900.00 (SXB OT-E),152,0,130.4,133.7,0,2958
10 Mar 925.00 (SXB CE-E),73,-5.7,76.8,80.4,1,1415,10 Mar 925.00 (SXB OE-E),0,0,144.3,147.5,0,0
10 Mar 950.00 (SXB CJ-E),68,6,66.9,70.2,1400,5416,10 Mar 950.00 (SXB OJ-E),175,0,159,162.2,0,250
10 Mar 975.00 (SXB CO-E),54.5,0,58.5,60.7,10,0,10 Mar 975.00 (SXB OO-E),0,0,174.6,177.9,0,0
10 Mar 1000.00 (SPQ CT-E),43.6,0,50.2,52.4,0,11754,10 Mar 1000.00 (SPQ OT-E),209,0,191,194.3,0,250
10 Mar 1025.00 (SPQ CE-E),40,0,42.7,45,10,0,10 Mar 1025.00 (SPQ OE-E),0,0,208.4,211.6,0,0
10 Mar 1050.00 (SPQ CJ-E),30.9,0,36,38.2,0,476,10 Mar 1050.00 (SPQ OJ-E),0,0,226.5,229.7,0,0
10 Mar 1075.00 (SPQ CO-E),28,0,30.1,32.4,10,0,10 Mar 1075.00 (SPQ OO-E),0,0,245.4,248.7,0,0
10 Mar 1100.00 (SPT CT-E),25.6,0,25.4,27,0,272,10 Mar 1100.00 (SPT OT-E),0,0,265,268.4,0,0
10 Mar 1150.00 (SPT CJ-E),16,0,17.1,18.8,10,0,10 Mar 1150.00 (SPT OJ-E),337,0,306.3,309.6,0,1600
10 Mar 1200.00 (SZP CT-E),10.8,0,11.2,12.8,0,468,10 Mar 1200.00 (SZP OT-E),0,0,349.8,353.1,0,0
10 Mar 1250.00 (SZP CJ-E),5.8,0,7.1,8.4,0,48,10 Mar 1250.00 (SZP OJ-E),0,0,395.2,398.6,0,0
10 Mar 1300.00 (SXY CT-E),4,0,4.4,5.4,0,20,10 Mar 1300.00 (SXY OT-E),0,0,441.9,445.2,0,0
10 Mar 1400.00 (SXZ CT-E),1.6,0,1.65,2.3,0,21,10 Mar 1400.00 (SXZ OT-E),0,0,538,541.2,0,0
10 Mar 1500.00 (SXM CT-E),0.5,0,0.45,1.1,0,21,10 Mar 1500.00 (SXM OT-E),0,0,635.9,639.1,0,0
10 Mar 400.00 (SQG CT-E),0,0,457,460.7,0,0,10 Mar 400.00 (SQG OT-E),0,0,5.8,7.1,0,0
10 Mar 450.00 (SQG CJ-E),0,0,411.2,414.8,0,0,10 Mar 450.00 (SQG OJ-E),0,0,9.4,10.6,0,0
10 Mar 500.00 (QSZ CJ-E),0,0,366.6,370.2,0,0,10 Mar 500.00 (QSZ OJ-E),0,0,14.2,15.8,0,0
10 Mar 550.00 (QSZ CK-E),0,0,323.7,327.3,0,0,10 Mar 550.00 (QSZ OK-E),0,0,20.8,22.4,0,0
10 Mar 600.00 (QSZ CL-E),0,0,282.5,286.2,0,0,10 Mar 600.00 (QSZ OL-E),0,0,29.2,30.8,0,0
10 Mar 650.00 (QSZ CM-E),0,0,243.6,247.3,0,0,10 Mar 650.00 (QSZ OM-E),0.05,0,39.5,41.7,0,0
10 Mar 700.00 (QZQ CN-E),98.25,0,207,210.7,0,0,10 Mar 700.00 (QZQ ON-E),0.05,0,52.4,54.7,0,0
10 Mar 750.00 (QZQ CO-E),51,0,173.1,176.7,0,0,10 Mar 750.00 (QZQ OO-E),0.05,0,67.3,70.4,0,0
10 Mar 800.00 (QZQ CP-E),0.05,0,142.1,145.5,0,0,10 Mar 800.00 (QZQ OP-E),108.3,0,85.8,88.8,0,10
10 Mar 850.00 (QZQ CQ-E),99,0,114.3,117.6,0,1,10 Mar 850.00 (QZQ OQ-E),51,0,107.5,110.4,0,0
10 Mar 900.00 (QSE CR-E),0.05,0,89.7,93.1,0,0,10 Mar 900.00 (QSE OR-E),0,0,132.5,135.5,0,0
10 Mar 950.00 (QSE CS-E),0,0,68.8,72.1,0,0,10 Mar 950.00 (QSE OS-E),0,0,161,163.9,0,0
10 Mar 1000.00 (QSE CT-E),0,0,52,54.3,0,0,10 Mar 1000.00 (QSE OT-E),0,0,193,195.9,0,0
10 Mar 1050.00 (QSE CJ-E),0,0,37.7,39.9,0,0,10 Mar 1050.00 (QSE OJ-E),0,0,228.3,231,0,0
10 Mar 1100.00 (SZQ CS-E),0,0,26.9,28.5,0,0,10 Mar 1100.00 (SZQ OS-E),0,0,266.6,269.4,0,0
10 Mar 1150.00 (SZQ CI-E),0,0,18.4,20,0,0,10 Mar 1150.00 (SZQ OI-E),0,0,307.6,310.5,0,0
10 Mar 1200.00 (SZQ CT-E),0,0,12.2,13.8,0,0,10 Mar 1200.00 (SZQ OT-E),0,0,350.9,353.8,0,0
10 Mar 1250.00 (SZQ CJ-E),0,0,7.9,9.2,0,0,10 Mar 1250.00 (SZQ OJ-E),0,0,396,398.9,0,0
10 Mar 1300.00 (SAQ CT-E),0,0,4.9,6.1,0,0,10 Mar 1300.00 (SAQ OT-E),0,0,442.4,445.4,0,0
10 Mar 1350.00 (SAQ CJ-E),0,0,3,4,0,0,10 Mar 1350.00 (SAQ OJ-E),0,0,489.9,492.9,0,0
10 Mar 1400.00 (SLQ CT-E),0,0,1.95,2.5,0,0,10 Mar 1400.00 (SLQ OT-E),0,0,538.2,541.1,0,0
10 Mar 1450.00 (SLQ CJ-E),0,0,1.1,1.75,0,0,10 Mar 1450.00 (SLQ OJ-E),0,0,586.9,589.8,0,0
10 Mar 1500.00 (SQP CT-E),0,0,0.6,1.25,0,0,10 Mar 1500.00 (SQP OT-E),0,0,635.9,638.7,0,0
10 Mar 1550.00 (SQP CJ-E),0,0,0.35,1,0,0,10 Mar 1550.00 (SQP OJ-E),0,0,685.2,687.9,0,0
10 Jun 200.00 (SZJ FD-E),0,0,645.8,650.3,0,0,10 Jun 200.00 (SZJ RD-E),1.15,0,0.8,1.3,0,162
10 Jun 300.00 (SZJ FF-E),0,0,549.4,553.9,0,0,10 Jun 300.00 (SZJ RF-E),3,-1.2,2.7,3.6,28,61
10 Jun 400.00 (SZJ FB-E),0,0,456.2,460.7,0,0,10 Jun 400.00 (SZJ RB-E),8.8,0,7.9,9.4,0,3328
10 Jun 500.00 (SZJ FC-E),264.1,0,368.1,372.6,0,3,10 Jun 500.00 (SZJ RC-E),22.4,0,18.3,20.3,0,7665
10 Jun 550.00 (SZJ FK-E),0,0,326.6,331.1,0,0,10 Jun 550.00 (SZJ RK-E),32,0,26.1,28,0,6112
10 Jun 600.00 (SZJ FR-E),147.7,0,286.9,291.4,0,803,10 Jun 600.00 (SZJ RR-E),37.2,0,36.1,38.1,0,5657
10 Jun 650.00 (SZJ FM-E),0,0,249.3,253.8,0,0,10 Jun 650.00 (SZJ RM-E),49.8,0,47.2,49.9,0,2184
10 Jun 675.00 (SZJ FH-E),102.1,0,231.4,235.9,0,800,10 Jun 675.00 (SZJ RH-E),97,0,53.9,56.6,0,5401
10 Jun 700.00 (SZJ FA-E),97.5,0,214.1,218.6,0,2512,10 Jun 700.00 (SZJ RA-E),63.1,-4.4,60.4,64.9,151,12848
10 Jun 750.00 (SZJ FO-E),164.5,0,181.4,185.9,0,4055,10 Jun 750.00 (SZJ RO-E),81,-6.1,77,81.5,1028,6095
10 Jun 775.00 (SZJ FN-E),114,0,166,170.5,0,951,10 Jun 775.00 (SZJ RN-E),100.4,0,86.4,90.9,0,318
10 Jun 800.00 (SZJ FL-E),152,0,151.4,155.9,0,7414,10 Jun 800.00 (SZJ RL-E),101,0,96.3,100.8,0,7645
10 Jun 850.00 (SZJ FJ-E),111,0,124.2,128.8,0,7946,10 Jun 850.00 (SZJ RJ-E),123.8,0,118.5,123,0,4943
10 Jun 900.00 (SZJ FT-E),99.5,6.3,100.1,104.6,1,12546,10 Jun 900.00 (SZJ RT-E),151.2,0,143.8,148.3,0,5378
10 Jun 950.00 (SZJ FS-E),77.2,1.35,79.1,83.6,300,5395,10 Jun 950.00 (SZJ RS-E),229,0,172.1,176.6,0,7005
